  1.0033445E-02  0.0000000E+00
  3.0100334E-02  1.5747882E-02
  5.0167225E-02  3.9874474E-03
  7.0234112E-02  3.3336975E-02
  9.0301007E-02  5.1357679E-02
  0.1103679      0.1082256    
  0.1304348      6.7373797E-02
  0.1505017      6.6855997E-02
  0.1705686      0.1149443    
  0.1906355      0.1017167    
  0.2107023      0.2754807    
  0.2307692      0.1337290    
  0.2508361      0.1388992    
  0.2709030      0.2035163    
  0.2909699      0.2878633    
  0.3110368      0.6563011    
  0.3311037      0.8175923    
  0.3511706       1.287787    
  0.3712375       1.555903    
  0.3913043      0.7734078    
  0.4113712      0.7667398    
  0.4314381       1.150013    
  0.4515050      0.7182465    
  0.4715719      0.9376839    
  0.4916388       1.164258    
  0.5117057      0.9593621    
  0.5317726      0.9817958    
  0.5518395      0.9614758    
  0.5719063      0.8005877    
  0.5919732      0.8208205    
  0.6120402       1.044115    
  0.6321070      0.7628331    
  0.6521739       1.251315    
  0.6722408       1.296862    
  0.6923077       1.154982    
  0.7123746      0.8779791    
  0.7324415       1.130108    
  0.7525083      0.9581468    
  0.7725753      0.6820270    
  0.7926421      0.8148682    
  0.8127090      0.9935946    
  0.8327759       1.072811    
  0.8528428      0.9209530    
  0.8729097      0.8551684    
  0.8929766      0.9343830    
  0.9130435      0.9085755    
  0.9331104      0.9414010    
  0.9531773       1.045211    
  0.9732441       1.086136    
  0.9933110      0.7905027    
   1.013378      0.6581628    
   1.033445      0.3997824    
   1.053512      0.3998529    
   1.073579      0.5409761    
   1.093645      0.5836506    
   1.113712      0.5301302    
   1.133779      0.7420840    
   1.153846      0.5761836    
   1.173913      0.5242155    
   1.193980      0.5658967    
   1.214047      0.4460036    
   1.234114      0.7388729    
   1.254181      0.5322615    
   1.274248      0.5286689    
   1.294314      0.3360387    
   1.314381      0.2720956    
   1.334448      0.3198448    
   1.354515      0.3789602    
   1.374582      0.3487887    
   1.394649      0.2804084    
   1.414716      0.4476697    
   1.434783      0.3930580    
   1.454849      0.3540101    
   1.474916      0.2565979    
   1.494983      0.1732912    
   1.515050      0.1592161    
   1.535117      0.1265909    
   1.555184      0.1405941    
   1.575251      9.4247721E-02
   1.595318      0.1392329    
   1.615385      0.1199769    
   1.635452      0.1601754    
   1.655518      7.9607517E-02
   1.675585      8.7200254E-02
   1.695652      4.8412725E-02
   1.715719      6.5861866E-02
   1.735786      4.8232704E-02
   1.755853      7.4312553E-02
   1.775920      8.9968920E-02
   1.795987      7.8502610E-02
   1.816054      8.3048999E-02
   1.836120      6.6796489E-02
   1.856187      5.0104439E-02
   1.876254      3.6604486E-02
   1.896321      3.4041502E-02
   1.916388      2.4961924E-02
   1.936455      4.4594925E-02
   1.956522      3.6527049E-02
   1.976589      5.8167480E-02
   1.996655      2.2050425E-02
   2.016722      1.7600680E-02
   2.036789      6.9144135E-03
   2.056856      1.8183660E-02
   2.076923      8.3790431E-03
   2.096990      1.0858038E-02
   2.117057      1.8162828E-02
   2.137124      6.4224815E-03
   2.157191      5.7225428E-03
   2.177258      1.5309104E-02
   2.197325      4.6865949E-03
   2.217391      7.4117407E-03
   2.237458      4.5516426E-03
   2.257525      3.9445823E-03
   2.277592      5.9233857E-03
   2.297659      3.8278422E-03
   2.317726      1.3427942E-02
   2.337793      9.1317948E-03
   2.357860      4.7959867E-03
   2.377926      7.5486554E-03
   2.397993      1.3792895E-02
   2.418060      2.6707030E-03
   2.438127      2.1536339E-03
   2.458194      1.2526844E-02
   2.478261      8.6766155E-03
   2.498328      2.1988184E-03
