   2.518395      4.9924287E-03
   2.538461      3.2359441E-03
   2.558528      6.0606292E-03
   2.578595      0.0000000E+00
   2.598662      4.3153339E-03
   2.618729      0.0000000E+00
   2.638796      7.5950678E-03
   2.658863      1.3130918E-02
   2.678930      5.5373237E-03
   2.698997      6.8199490E-03
   2.719064      4.9885670E-03
   2.739130      6.0314201E-03
   2.759197      1.3884996E-02
   2.779264      1.9128319E-03
   2.799331      1.8816845E-02
   2.819398      3.4339506E-02
   2.839465      1.7776713E-02
   2.859532      0.0000000E+00
   2.879599      1.2841893E-02
   2.899666      9.5409965E-03
   2.919732      8.3103264E-03
   2.939799      1.1149851E-02
   2.959866      2.3777485E-02
   2.979933      2.2361135E-02
   3.000000      1.0545359E-02
   3.020067      9.5092701E-03
   3.040134      2.3113746E-02
   3.060201      2.8165799E-02
   3.080268      2.6342697E-02
   3.100334      1.6699277E-02
   3.120401      4.2700343E-02
   3.140468      2.0882590E-02
   3.160535      1.9267175E-02
   3.180602      2.1035688E-02
   3.200669      1.4021290E-02
   3.220736      6.7014019E-03
   3.240803      5.4329750E-03
   3.260870      2.0195648E-02
   3.280936      5.8897370E-03
   3.301003      1.3410511E-02
   3.321070      2.3311984E-02
   3.341137      2.0204157E-02
   3.361204      1.0193434E-02
   3.381271      3.1749867E-02
   3.401338      1.5160548E-02
   3.421405      2.0185584E-02
   3.441472      1.5118342E-02
   3.461539      1.9212410E-02
   3.481605      2.2132529E-02
   3.501672      3.5581877E-03
   3.521739      4.1404562E-03
   3.541806      3.3505643E-03
   3.561873      8.6474037E-03
   3.581940      1.6952338E-02
   3.602007      0.0000000E+00
   3.622074      8.2023088E-03
   3.642140      6.5002912E-03
   3.662207      3.2938556E-03
   3.682274      0.0000000E+00
   3.702341      0.0000000E+00
   3.722408      7.6252865E-03
   3.742475      3.2725993E-03
   3.762542      0.0000000E+00
   3.782609      0.0000000E+00
   3.802675      0.0000000E+00
   3.822742      4.6664574E-03
   3.842809      8.0857677E-03
   3.862876      3.4864191E-03
   3.882943      2.5514681E-03
   3.903010      0.0000000E+00
   3.923077      0.0000000E+00
   3.943144      1.1085765E-02
   3.963211      3.5120740E-03
   3.983278      4.1696555E-03
   4.003345      0.0000000E+00
   4.023411      0.0000000E+00
   4.043478      0.0000000E+00
   4.063545      0.0000000E+00
   4.083612      0.0000000E+00
   4.103679      0.0000000E+00
   4.123746      0.0000000E+00
   4.143813      0.0000000E+00
   4.163879      2.4922558E-03
   4.183947      0.0000000E+00
   4.204013      0.0000000E+00
   4.224080      9.1199996E-03
   4.244147      3.6762662E-03
   4.264214      0.0000000E+00
   4.284281      0.0000000E+00
   4.304348      0.0000000E+00
   4.324415      7.4574398E-03
   4.344481      9.1672568E-03
   4.364549      3.7852791E-03
   4.384615      0.0000000E+00
   4.404682      0.0000000E+00
   4.424749      0.0000000E+00
   4.444816      0.0000000E+00
   4.464883      0.0000000E+00
   4.484950      0.0000000E+00
   4.505017      0.0000000E+00
   4.525084      0.0000000E+00
   4.545150      0.0000000E+00
   4.565217      2.2314736E-03
   4.585284      0.0000000E+00
   4.605351      0.0000000E+00
   4.625418      2.6012093E-03
   4.645485      0.0000000E+00
   4.665552      0.0000000E+00
   4.685619      0.0000000E+00
   4.705686      0.0000000E+00
   4.725752      2.7558890E-03
   4.745820      0.0000000E+00
   4.765886      0.0000000E+00
   4.785953      0.0000000E+00
   4.806020      0.0000000E+00
   4.826087      0.0000000E+00
   4.846154      0.0000000E+00
   4.866221      0.0000000E+00
   4.886288      0.0000000E+00
   4.906354      0.0000000E+00
   4.926422      0.0000000E+00
   4.946488      0.0000000E+00
   4.966555      0.0000000E+00
   4.986622      0.0000000E+00
   5.006689      0.0000000E+00
   5.026756      0.0000000E+00
   5.046823      0.0000000E+00
   5.066890      0.0000000E+00
   5.086957      0.0000000E+00
   5.107023      0.0000000E+00
   5.127090      0.0000000E+00
   5.147157      0.0000000E+00
   5.167224      0.0000000E+00
   5.187291      0.0000000E+00
   5.207358      0.0000000E+00
   5.227425      0.0000000E+00
   5.247492      0.0000000E+00
   5.267559      0.0000000E+00
   5.287625      0.0000000E+00
   5.307693      0.0000000E+00
   5.327759      0.0000000E+00
   5.347826      0.0000000E+00
   5.367893      0.0000000E+00
   5.387960      0.0000000E+00
   5.408027      0.0000000E+00
   5.428093      0.0000000E+00
   5.448161      0.0000000E+00
   5.468227      0.0000000E+00
   5.488294      0.0000000E+00
   5.508361      0.0000000E+00
   5.528428      0.0000000E+00
   5.548495      0.0000000E+00
   5.568562      0.0000000E+00
   5.588629      0.0000000E+00
   5.608696      0.0000000E+00
   5.628763      0.0000000E+00
   5.648829      0.0000000E+00
   5.668896      0.0000000E+00
   5.688963      0.0000000E+00
   5.709030      0.0000000E+00
   5.729097      0.0000000E+00
   5.749164      0.0000000E+00
   5.769231      0.0000000E+00
   5.789298      0.0000000E+00
   5.809364      0.0000000E+00
   5.829432      0.0000000E+00
   5.849498      0.0000000E+00
   5.869565      0.0000000E+00
   5.889632      0.0000000E+00
   5.909699      0.0000000E+00
   5.929766      0.0000000E+00
   5.949833      0.0000000E+00
   5.969900      0.0000000E+00
   5.989966      0.0000000E+00
