2.096838196386345122e-11 -2.568187572093725555e-12 2.162725042044324275e-12 1.475394018273804011e-12 1.481586640410274061e-12 1.025876368101406582e-12 5.875367939454783950e-12 2.491529039279351767e-12 2.641670412398332139e-12 2.665930954181862755e-12 2.568949135798343452e-12 2.363260554825465624e-12 4.267775496316009418e-12 3.838881957572650909e-12 4.167596996983757808e-12 4.291709654343344750e-12 4.215103380079891445e-12 3.951891426605732508e-12 7.141883090305845936e-12 2.718496076289154456e-12 2.893846661874417929e-12 2.930677331835776416e-12 2.833799858435979885e-12 2.616014117401072421e-12 4.870555161011491146e-12 4.238198739096334923e-12 4.626367377484812094e-12 4.787290880982914563e-12 4.723544310250796910e-12 4.449073620702461298e-12 5.597859614595764185e-12 4.693761640833629271e-12 5.154697095897157686e-12 5.363597559465631804e-12 5.320981771150885895e-12 5.040063427722931347e-12 7.727532608967443390e-12 2.789650519091175278e-12 2.972994417438983921e-12 3.013865212688595588e-12 2.917131983892515551e-12 2.695675283610147007e-12 5.108821959183453622e-12 4.363697473363089774e-12 4.770709565012744202e-12 4.943374612186036091e-12 4.883849593965327476e-12 4.606014325034192036e-12 5.889778515952748329e-12 4.837160799750226611e-12 5.321250525890637311e-12 5.545595771867358072e-12 5.510090208784971646e-12 5.227722154998713322e-12 6.205666801253144622e-12 4.986303883674295817e-12 5.494969717533401496e-12 5.736033188322704596e-12 5.708720121195425591e-12 5.425764781190587015e-12
-2.568187572093725151e-12 3.124020697611938307e-11 -3.723125572287165841e-12 2.127236397124696839e-12 1.372660017730247197e-12 1.605190363765489156e-12 2.491529039279351363e-12 7.381583040744524948e-12 3.112318402550941903e-12 3.186597235319793227e-12 3.117308459653644545e-12 2.913120374539808310e-12 3.838881957572650101e-12 5.404994697041653023e-12 5.072607114771507917e-12 5.309103069581578261e-12 5.296176907476007873e-12 5.045619067850130214e-12 2.718496076289154860e-12 9.013337490419892033e-12 3.428497467396972973e-12 3.523658955755180351e-12 3.459314868679884238e-12 3.244416303498124099e-12 4.238198739096334923e-12 6.164105016741402946e-12 5.671385455258703737e-12 5.967372855634675448e-12 5.981502886515623930e-12 5.725538417618850659e-12 4.693761640833629271e-12 7.075366595558029233e-12 6.367744395184260095e-12 6.741125180579926976e-12 6.796083180580491681e-12 6.543485592741027971e-12 2.789650519091176086e-12 9.751459156709939733e-12 3.527868445104106479e-12 3.629715414684294186e-12 3.567074376062124713e-12 3.348986932130054636e-12 4.363697473363089774e-12 6.444641355311252259e-12 5.860009379193431930e-12 6.174946965645733458e-12 6.197836050889387902e-12 5.940416549112447192e-12 4.837160799750226611e-12 7.416614288349150468e-12 6.587588798770876574e-12 6.985851877747063217e-12 7.054349739422585824e-12 6.803677335492819206e-12 4.986303883674297433e-12 7.783157075529289423e-12 6.817532589083648401e-12 7.242713021859483266e-12 7.326522899560060906e-12 7.079236377423146402e-12
2.162725042044324275e-12 -3.723125572287165841e-12 4.870759853274511314e-11 -4.981705301877743508e-12 2.021367742273000767e-12 8.424352010205836074e-13 2.641670412398332139e-12 3.112318402550941903e-12 8.744051737870722599e-12 3.564532153244655523e-12 3.529163650838067212e-12 3.342866549490808436e-12 4.167596996983757808e-12 5.072607114771507109e-12 6.425628644602915482e-12 6.133217997154092826e-12 6.201700111167359308e-12 5.993420858562509834e-12 2.893846661874417929e-12 3.428497467396972569e-12 1.079181201661482873e-11 3.963018019404854897e-12 3.938867086037127545e-12 3.745367555658902133e-12 4.626367377484812094e-12 5.671385455258703737e-12 7.359886074409479286e-12 6.945854311453529283e-12 7.061089621440909952e-12 6.858747005520999951e-12 5.154697095897156070e-12 6.367744395184260903e-12 8.488154474313733819e-12 7.913544158900549619e-12 8.097851702702153941e-12 7.917101896628235065e-12 2.972994417438983921e-12 3.527868445104105671e-12 1.170949904257205946e-11 4.088569819539893580e-12 4.068155092250808750e-12 3.872648299655838633e-12 4.770709565012742586e-12 5.860009379193431123e-12 7.688637731210316278e-12 7.202404634327745324e-12 7.332710608755141032e-12 7.132596911114244632e-12 5.321250525890635695e-12 6.587588798770876574e-12 8.889599022954771549e-12 8.220196129067509843e-12 8.427327023379655868e-12 8.254738816209154349e-12 5.494969717533403111e-12 6.817532589083650016e-12 9.319522533858213869e-12 8.543326845803105199e-12 8.776154547719698242e-12 8.614234418389199070e-12
1.475394018273804011e-12 2.127236397124696435e-12 -4.981705301877742700e-12 7.876857355645826625e-11 -8.633559584672110595e-12 2.093477840029826128e-12 2.665930954181862351e-12 3.186597235319792419e-12 3.564532153244655523e-12 9.844159089654812573e-12 3.765205835521428291e-12 3.603010504630592106e-12 4.291709654343343942e-12 5.309103069581577454e-12 6.133217997154093634e-12 7.140127692829350676e-12 6.814538264293567450e-12 6.660753937269579024e-12 2.930677331835776416e-12 3.523658955755179544e-12 3.963018019404853282e-12 1.234905896527927728e-11 4.224163890794933685e-12 4.059336262150727239e-12 4.787290880982915371e-12 5.967372855634673833e-12 6.945854311453528475e-12 8.239525013137462700e-12 7.818950214659934623e-12 7.686345734149381157e-12 5.363597559465631804e-12 6.741125180579926976e-12 7.913544158900554466e-12 9.589703035708956427e-12 9.052266383174749008e-12 8.967130706912254394e-12 3.013865212688595184e-12 3.629715414684294994e-12 4.088569819539893580e-12 1.347580996167426785e-11 4.369275436641690183e-12 4.204011614513728487e-12 4.943374612186035284e-12 6.174946965645734266e-12 7.202404634327745324e-12 8.614006778566896629e-12 8.136857562873714719e-12 8.011464097172633879e-12 5.545595771867358072e-12 6.985851877747063217e-12 8.220196129067509843e-12 1.005442168352456074e-11 9.445523651142361883e-12 9.377551851794598652e-12 5.736033188322704596e-12 7.242713021859484882e-12 8.543326845803103583e-12 1.055310870144984537e-11 9.864380370485647099e-12 9.817772957468323112e-12
1.481586640410273253e-12 1.372660017730247197e-12 2.021367742273000767e-12 -8.633559584672110595e-12 1.334690419010579883e-10 -1.581082377900040017e-11 2.568949135798343452e-12 3.117308459653643737e-12 3.529163650838067212e-12 3.765205835521428291e-12 1.070401146803568752e-11 3.687519322535302311e-12 4.215103380079890637e-12 5.296176907476007873e-12 6.201700111167360924e-12 6.814538264293566642e-12 7.420404110514458475e-12 6.996478298481710308e-12 2.833799858435981096e-12 3.459314868679884642e-12 3.938867086037127545e-12 4.224163890794932878e-12 1.372636699705877888e-11 4.176483907762274805e-12 4.723544310250797718e-12 5.981502886515623930e-12 7.061089621440909145e-12 7.818950214659934623e-12 8.646249370276515451e-12 8.137736554601451505e-12 5.320981771150885895e-12 6.796083180580491681e-12 8.097851702702157172e-12 9.052266383174752239e-12 1.019606356320847829e-11 9.598411305988152745e-12 2.917131983892515551e-12 3.567074376062125521e-12 4.068155092250808750e-12 4.369275436641688568e-12 1.510765721033603360e-11 4.332104896697001262e-12 4.883849593965328284e-12 6.197836050889387902e-12 7.332710608755141032e-12 8.136857562873713104e-12 9.055665473499780467e-12 8.500298279181861522e-12 5.510090208784971646e-12 7.054349739422585016e-12 8.427327023379652637e-12 9.445523651142361883e-12 1.072046447792590130e-11 1.006957784937630336e-11 5.708720121195425591e-12 7.326522899560060906e-12 8.776154547719699857e-12 9.864380370485647099e-12 1.128788065489706930e-11 1.057980115555565566e-11
1.025876368101406178e-12 1.605190363765488752e-12 8.424352010205836074e-13 2.093477840029826128e-12 -1.581082377900040017e-11 2.328355286125051658e-10 2.363260554825465624e-12 2.913120374539809118e-12 3.342866549490808840e-12 3.603010504630592106e-12 3.687519322535301503e-12 1.111251697212118272e-11 3.951891426605731700e-12 5.045619067850130214e-12 5.993420858562510642e-12 6.660753937269579024e-12 6.996478298481707885e-12 7.207277525962753967e-12 2.616014117401073229e-12 3.244416303498124907e-12 3.745367555658902133e-12 4.059336262150727239e-12 4.176483907762274805e-12 1.462530318670345467e-11 4.449073620702462106e-12 5.725538417618849044e-12 6.858747005520999143e-12 7.686345734149381157e-12 8.137736554601449889e-12 8.494448811809758310e-12 5.040063427722931347e-12 6.543485592741027971e-12 7.917101896628235065e-12 8.967130706912254394e-12 9.598411305988154361e-12 1.019461725444979595e-11 2.695675283610147007e-12 3.348986932130055040e-12 3.872648299655837017e-12 4.204011614513728487e-12 4.332104896697001262e-12 1.626993436142503317e-11 4.606014325034192036e-12 5.940416549112448808e-12 7.132596911114245439e-12 8.011464097172633879e-12 8.500298279181861522e-12 8.919356486751696052e-12 5.227722154998713322e-12 6.803677335492819206e-12 8.254738816209152734e-12 9.377551851794598652e-12 1.006957784937630336e-11 1.076811675616885987e-11 5.425764781190587015e-12 7.079236377423148018e-12 8.614234418389199070e-12 9.817772957468326343e-12 1.057980115555565728e-11 1.139916789902226786e-11
5.875367939454783950e-12 2.491529039279351767e-12 2.641670412398332139e-12 2.665930954181862755e-12 2.568949135798343452e-12 2.363260554825465624e-12 1.648093154599886338e-11 1.721541957572651774e-12 4.311074996983757977e-12 4.312914954343342913e-12 4.001258380079891562e-12 3.855977126605731497e-12 1.049166925565186647e-11 6.362245912040756372e-12 7.139286385078220649e-12 7.564486472329289263e-12 7.622616210603618493e-12 7.326656308790250550e-12 9.709077748790888508e-12 4.238198739096334923e-12 4.626367377484812094e-12 4.787290880982914563e-12 4.723544310250796910e-12 4.449073620702461298e-12 1.068414948771318841e-11 7.149993461171378189e-12 8.088047012352360727e-12 8.633556094544239382e-12 8.759965949961922598e-12 8.475972791045073028e-12 1.028409414387328851e-11 8.077070550057724877e-12 9.219863903123873922e-12 9.927455509058208931e-12 1.015679301351390705e-11 9.908127703479761020e-12 1.046306105024834467e-11 4.363697473363089774e-12 4.770709565012744202e-12 4.943374612186036091e-12 4.883849593965329092e-12 4.606014325034192036e-12 1.140014303235773930e-11 7.398290631917080909e-12 8.387433522641159129e-12 8.971269473758011838e-12 9.119634075983239379e-12 8.839820967629398618e-12 1.090722183405767202e-11 8.369688302642448138e-12 9.577602907333560321e-12 1.033705156142121467e-11 1.059975426005660296e-11 1.036322354729526639e-11 1.158402587237041092e-11 8.676436006971249039e-12 9.953992761611003043e-12 1.076971161118818352e-11 1.106958649018946899e-11 1.084796888139910116e-11
2.491529039279351363e-12 7.381583040744524948e-12 3.112318402550941903e-12 3.186597235319793227e-12 3.117308459653644545e-12 2.913120374539808310e-12 1.721541957572650159e-12 2.358196951150020527e-11 2.438667114771507127e-12 5.454591069581577934e-12 5.202350907476007138e-12 4.827144067850130582e-12 6.362245912040757988e-12 1.375814875678923551e-11 9.060178773105238978e-12 9.780042187342866024e-12 1.001585679468016143e-11 9.780746015733235375e-12 4.238198739096335730e-12 1.253732099780983325e-11 5.671385455258703737e-12 5.967372855634676256e-12 5.981502886515623122e-12 5.725538417618849044e-12 7.149993461171377381e-12 1.403186667560177850e-11 1.036054366526907141e-11 1.127398900007602058e-11 1.162883357498754936e-11 1.143196682319092530e-11 8.077070550057724877e-12 1.350633815590678985e-11 1.193055324869643822e-11 1.310515160470584814e-11 1.363592589720200311e-11 1.351663111695521797e-11 4.363697473363088966e-12 1.350442632565749907e-11 5.860009379193430315e-12 6.174946965645733458e-12 6.197836050889389518e-12 5.940416549112448000e-12 7.398290631917080909e-12 1.492719050516523625e-11 1.077133044202944530e-11 1.174642093978962511e-11 1.213943686906842196e-11 1.195522490404510992e-11 8.369688302642446523e-12 1.426669294013263533e-11 1.242739542274120474e-11 1.368552228851011086e-11 1.427318465306290545e-11 1.417987117416132985e-11 8.676436006971249039e-12 1.508735482745117232e-11 1.295177821597417286e-11 1.430056867120446516e-11 1.495135216851862646e-11 1.488864408552235756e-11
2.641670412398332139e-12 3.112318402550941903e-12 8.744051737870722599e-12 3.564532153244655523e-12 3.529163650838067212e-12 3.342866549490808436e-12 4.311074996983757977e-12 2.438667114771507127e-12 3.398108678133096244e-11 2.407557997154091917e-12 6.540490111167359322e-12 6.058852958562512313e-12 7.139286385078221457e-12 9.060178773105240593e-12 1.718486026700576881e-11 1.180394395740251457e-11 1.228165338827823339e-11 1.217575814416839198e-11 4.626367377484812902e-12 5.671385455258703737e-12 1.544330113992677676e-11 6.945854311453530091e-12 7.061089621440908337e-12 6.858747005521000758e-12 8.088047012352360727e-12 1.036054366526907302e-11 1.769254030416516642e-11 1.375236627814293510e-11 1.442379619333485754e-11 1.440174259471144284e-11 9.219863903123872306e-12 1.193055324869643822e-11 1.719912852849668268e-11 1.617917027324156525e-11 1.713642884732906940e-11 1.726468000399620072e-11 4.770709565012743394e-12 5.860009379193429507e-12 1.666569625507957823e-11 7.202404634327745324e-12 7.332710608755141032e-12 7.132596911114246247e-12 8.387433522641159129e-12 1.077133044202944530e-11 1.882294599081007549e-11 1.436919874503064370e-11 1.510270204058052503e-11 1.510799946207126350e-11 9.577602907333560321e-12 1.242739542274120312e-11 1.815820386121530301e-11 1.694945883494713170e-11 1.799910956288040471e-11 1.817718783336431785e-11 9.953992761611003043e-12 1.295177821597417286e-11 1.919116767055157774e-11 1.776917601297730032e-11 1.892132268960157587e-11 1.915700469569632583e-11
2.665930954181862351e-12 3.186597235319792419e-12 3.564532153244655523e-12 9.844159089654812573e-12 3.765205835521428291e-12 3.603010504630592106e-12 4.312914954343344528e-12 5.454591069581577126e-12 2.407557997154092725e-12 5.109955850507391655e-11 1.458898264293567463e-12 6.259485937269580617e-12 7.564486472329290879e-12 9.780042187342867640e-12 1.180394395740251457e-11 2.027692175367100352e-11 1.407407170190027075e-11 1.413724175450762366e-11 4.787290880982914563e-12 5.967372855634673833e-12 6.945854311453528475e-12 1.815983118471400406e-11 7.818950214659934623e-12 7.686345734149382773e-12 8.633556094544240998e-12 1.127398900007602381e-11 1.375236627814293349e-11 2.115404569561181842e-11 1.672078082209098576e-11 1.693190535751191758e-11 9.927455509058208931e-12 1.310515160470584653e-11 1.617917027324156848e-11 2.085638219944806221e-11 2.014201595912740160e-11 2.060916835347979069e-11 4.943374612186035284e-12 6.174946965645732650e-12 7.202404634327746940e-12 1.967223843646904710e-11 8.136857562873716335e-12 8.011464097172633879e-12 8.971269473758011838e-12 1.174642093978962350e-11 1.436919874503064046e-11 2.256163677831907810e-11 1.756069434989587910e-11 1.781989268963619176e-11 1.033705156142121467e-11 1.368552228851011247e-11 1.694945883494713170e-11 2.206728439834216584e-11 2.123238119601549233e-11 2.178420777696998683e-11 1.076971161118818352e-11 1.430056867120446355e-11 1.776917601297730678e-11 2.337474244074168246e-11 2.240428201540167798e-11 2.305347169570674974e-11
