1.003344481605351196e-02 0.000000000000000000e+00
3.010033444816053588e-02 0.000000000000000000e+00
5.016722408026755980e-02 6.665949759047536637e-03
7.023411371237459067e-02 0.000000000000000000e+00
9.030100334448160071e-02 0.000000000000000000e+00
1.103678929765886385e-01 3.447014865398648209e-02
1.304347826086956763e-01 7.501812111745488794e-03
1.505016722408026864e-01 3.065194432654629389e-02
1.705685618729096964e-01 2.247324147631534624e-02
1.906354515050167064e-01 7.372572287825570649e-03
2.107023411371237720e-01 5.759062232749243004e-02
2.307692307692307820e-01 2.033733354409744329e-02
2.508361204013377921e-01 3.855044114707308067e-02
2.709030100334448576e-01 4.215818760917722924e-02
2.909698996655518677e-01 0.000000000000000000e+00
3.110367892976588777e-01 8.589050550114121774e-03
3.311036789297658878e-01 1.694921530472584190e-02
3.511705685618728978e-01 3.989943345520144402e-02
3.712374581939799079e-01 7.217178494810930212e-02
3.913043478260869734e-01 1.880979957127053293e-02
4.113712374581939835e-01 3.085847865225705908e-02
4.314381270903010490e-01 9.750662077881033785e-02
4.515050167224080591e-01 6.545722705980258627e-02
4.715719063545150691e-01 1.290131440310895716e-01
4.916387959866220791e-01 1.581855609228708659e-01
5.117056856187290892e-01 1.380112659968565636e-01
5.317725752508360992e-01 2.065466003771903591e-01
5.518394648829432203e-01 4.149188904599582228e-01
5.719063545150502303e-01 6.859939943780521965e-01
5.919732441471572404e-01 1.223071510522954597e+00
6.120401337792642504e-01 2.163601824249081762e+00
6.321070234113712605e-01 1.493966584407583786e+00
6.521739130434782705e-01 3.154542058901877333e+00
6.722408026755852806e-01 3.551524803929769547e+00
6.923076923076922906e-01 3.292295191026488599e+00
7.123745819397993007e-01 2.411873725875043117e+00
7.324414715719063107e-01 3.238176813552243072e+00
7.525083612040134318e-01 2.683238975993221143e+00
7.725752508361204418e-01 1.890456026532597589e+00
7.926421404682274519e-01 2.195710850661724667e+00
8.127090301003344619e-01 2.707239703270836628e+00
8.327759197324414719e-01 2.861069913041227597e+00
8.528428093645484820e-01 2.384045496709320311e+00
8.729096989966556031e-01 1.999073406105221329e+00
8.929765886287626131e-01 2.133250660770299234e+00
9.130434782608696231e-01 1.628616853324251990e+00
9.331103678929766332e-01 1.529525193672972128e+00
9.531772575250836432e-01 1.207309652047910520e+00
9.732441471571906533e-01 8.765174401552650041e-01
9.933110367892976633e-01 5.559087261282671388e-01
1.013377926421404673e+00 3.589888139773573239e-01
1.033444816053511683e+00 1.826221012133650290e-01
1.053511705685618693e+00 9.410289144660205496e-02
1.073578595317725703e+00 1.147709482452484997e-01
1.093645484949832714e+00 1.031772406375243284e-01
1.113712374581939724e+00 5.696155377663649627e-02
1.133779264214046956e+00 1.082055959614799251e-01
1.153846153846153966e+00 7.283680315816115636e-02
1.173913043478260976e+00 3.050878718141949997e-02
1.193979933110367986e+00 2.139954563637535764e-02
1.214046822742474996e+00 2.810770925180482507e-02
1.234113712374582006e+00 3.950416379440047782e-02
1.254180602006689016e+00 1.844683426521383923e-02
1.274247491638796026e+00 0.000000000000000000e+00
1.294314381270903036e+00 1.068105333422026716e-02
1.314381270903010046e+00 0.000000000000000000e+00
1.334448160535117056e+00 8.987259399201315280e-03
1.354515050167224066e+00 0.000000000000000000e+00
1.374581939799331076e+00 1.081814577092614534e-02
1.394648829431438086e+00 9.345674737443855976e-03
1.414715719063545096e+00 3.030742825730047343e-02
1.434782608695652106e+00 4.585915854242983945e-03
1.454849498327759338e+00 1.426387981541048580e-02
1.474916387959866348e+00 3.602526667906685159e-02
1.494983277591973359e+00 2.906701678569953429e-02
1.515050167224080369e+00 3.272657332570363259e-02
1.535117056856187379e+00 4.901084130498923469e-02
1.555183946488294389e+00 1.609532052914543904e-02
1.575250836120401399e+00 2.108880727477796535e-02
1.595317725752508409e+00 1.498400685380418471e-02
1.615384615384615419e+00 1.622800973116101872e-02
1.635451505016722429e+00 7.042870042104790174e-02
1.655518394648829439e+00 4.744070873443635532e-03
1.675585284280936449e+00 2.759444766410331512e-02
1.695652173913043459e+00 2.185762015483954865e-02
1.715719063545150469e+00 8.404274583564763992e-03
1.735785953177257479e+00 0.000000000000000000e+00
1.755852842809364489e+00 2.603850478526592918e-02
1.775919732441471721e+00 3.286675432278376996e-02
1.795986622073578731e+00 2.183416830399262376e-02
1.816053511705685741e+00 6.094891436935728074e-02
1.836120401337792751e+00 1.916753155573553552e-02
1.856187290969899761e+00 1.280927644949572675e-02
1.876254180602006771e+00 1.495065750725795353e-02
1.896321070234113781e+00 1.133733970251770383e-02
1.916387959866220791e+00 0.000000000000000000e+00
1.936454849498327802e+00 2.098987459874681813e-02
1.956521739130434812e+00 2.559280719530039605e-02
1.976588628762541822e+00 2.808817852285365804e-02
1.996655518394648832e+00 2.137399240246645737e-02
2.016722408026756064e+00 5.684233675382066586e-03
2.036789297658862630e+00 0.000000000000000000e+00
2.056856187290970084e+00 0.000000000000000000e+00
2.076923076923076650e+00 7.068476882188275308e-03
2.096989966555184104e+00 0.000000000000000000e+00
